varName	description	top_deltaP	top_rhoAbs	top_pvalue	top_fdr	NA	a_gap_gm_beta	a_gap_gm_se	a_gap_gm_rho	a_gap_gm_pvalue	a_gap_gm_fdr	NA.1	b_gap_gm_beta	b_gap_gm_se	b_gap_gm_rho	b_gap_gm_pvalue	b_gap_gm_fdr	NA.2	gap_gm_deltaP	NA.3	a_gap_wm_beta	a_gap_wm_se	a_gap_wm_rho	a_gap_wm_pvalue	a_gap_wm_fdr	NA.4	b_gap_wm_beta	b_gap_wm_se	b_gap_wm_rho	b_gap_wm_pvalue	b_gap_wm_fdr	NA.5	gap_wm_deltaP	NA.6	a_gap_gwm_beta	a_gap_gwm_se	a_gap_gwm_rho	a_gap_gwm_pvalue	a_gap_gwm_fdr	NA.7	b_gap_gwm_beta	b_gap_gwm_se	b_gap_gwm_rho	b_gap_gwm_pvalue	b_gap_gwm_fdr	NA.8	gap_gwm_deltaP	NA.9	a_n	b_n	a_varType	a_resType	custom_category	Path
20003#1140862148	Treatment/medication code: serevent 25mcg inhaler	0.247528300477395	0.00959210959738285	0.209940733663092	0.652230532748804		0.0212442541387619	0.0547501249864908	0.0031129599622611	0.697905463378875	0.913674157628029		-0.0676347890106113	0.0539435252094977	-0.00959210959738285	0.209940733663092	0.652230532748804		0.247528300477395		0.0532749431041019	0.054470448662345	0.00784194869988809	0.328161425757512	0.828380769403678		0.0251812344674672	0.0538283711010017	0.00357706959317602	0.640128400283601	0.920515553334085		0.713728267711298		0.0466864005396942	0.0570938887655319	0.0065587099786195	0.413467137965289	0.809754200945871		-0.0237020759948964	0.0565256033464585	-0.00320613761105822	0.67518812018079	0.912921088250019		0.380970620577357		15522/27(15549)	17052/32(17084)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
4244	Mean signal-to-noise ratio (SNR), (right)	0.667516778835281	0.0167687495832218	0.210199834425322	0.652230532748804		0.00432453240584016	0.00387197360617611	0.0154839575543454	0.263985769607008	0.662172110382708		0.00490762066859316	0.00391704490228462	0.0167687495832218	0.210199834425322	0.652230532748804		0.915688131572912		0.00293028987126006	0.00391590988569519	0.0103751923041862	0.454205761803663	0.882808526590509		0.000528148757243491	0.00399216792228222	0.00177103163678311	0.894732050434241	0.978707057161166		0.667516778835281		0.00412758004515152	0.00409604283177492	0.0139707829725966	0.313533000369141	0.748790408866127		0.00294772538729029	0.00412791100571602	0.00955887544194427	0.475101773326086	0.825593299311391		0.83922139671001		5205	5584	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Hearing test
102810	Low fat hard cheese intake	0.489416587500547	0.0315681306517287	0.124547291140039	0.652406345245446		-0.0145224631860044	0.0270346826058233	-0.0100743662185413	0.624166418796469	0.887607792395281		0.00649420351225424	0.0255671110061948	0.00451611026310178	0.818184407563401	0.950473725995397		0.572196860566219		-0.0466418609196729	0.0271638448229707	-0.0315681306517287	0.124547291140039	0.652406345245446		-0.0219075464019906	0.0265356299851728	-0.0149241404387264	0.447403307859666	0.845235912937004		0.514819897275492		-0.0363255288753091	0.0287150178206906	-0.023685487295975	0.249247748014928	0.691302433793555		-0.00883819784153224	0.0275088410785109	-0.00587984687303952	0.764710884775308	0.940064333394355		0.489416587500547		2367	2593	CAT-SIN	ORDERED-LOGISTIC	Diet by 24-hour recall	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday
20003#1141145812	Treatment/medication code: minerals - magnesium	0.0888601595134598	0.010293256386988	0.199313622652683	0.652807305095357		-0.0338016008484321	0.0751648373483915	-0.00361084735078746	0.652543986648851	0.896608275667577		-0.02771082878503	0.033046008087436	-0.00641525787209208	0.401761494297213	0.788315316464674		0.940867450267322		0.0944093208705951	0.0735440852551262	0.010293256386988	0.199313622652683	0.716907126056611		-0.0432323212979113	0.033698757786808	-0.00981398395057275	0.199586307266521	0.669908712162237		0.0888601595134598		0.0484421427631076	0.0777902631879595	0.00499852459150112	0.533112450676638	0.87816953306094		-0.043496126095285	0.0350208258629315	-0.00950123998471822	0.214291796462693	0.652807305095357		0.281168899899809		15535/14(15549)	17004/80(17084)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
4935-15	FI1 : numeric addition test	1	0.0174664237803084	0.206422750654315	0.652901686721846		-999	-999	-0.0156234103035792	0.25842933858525	0.652901686721846		-999	-999	-0.00161715697729288	0.903694604947333	0.97945797496673		1		-999	-999	-0.0174664237803084	0.206422750654315	0.724529214885252		-999	-999	-0.00298175298446837	0.823461488434447	0.964450593864197		1		-999	-999	-0.00695871662754089	0.614749214517714	0.904666625824611		-999	-999	-0.000644758380653603	0.961524420025244	0.992163166804206		1		5141/5233	5468/5600	CAT-SIN	MULTINOMIAL-LOGISTIC	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning
41200#M473	Operative procedures - main OPCS4: M47.3 Removal of urethral catheter from bladder	0.721694609597841	0.00959818221590964	0.231373006663217	0.652901686721846		-0.0158020813124772	0.0139717047431797	-0.00907162391668304	0.257985377949182	0.652901686721846		-0.0343181421951531	0.050070133777274	-0.00524313805712314	0.493168678877309	0.845771606416516		0.721694609597841		-0.0140064988524195	0.0138558440307214	-0.00810780896967202	0.312027653749646	0.81317791385308		-0.0300412382844313	0.0507046809834299	-0.00453168079434001	0.553657571554292	0.884426955817197		0.760325698133038		-0.0174121760867031	0.0145505907792322	-0.00959818221590964	0.231373006663217	0.671746307043556		-0.0366929792920315	0.0529007504764493	-0.00530568352919036	0.48802552968187	0.830871378993955		0.725273088488533		15134/415(15549)	17049/35(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
20004#1532	Operation code: ankle surgery	0.147152975634758	0.00906779914865441	0.24802537482206	0.652901686721846		0.0510591982221055	0.0451711896692768	0.00906779914865441	0.258186144585823	0.652901686721846		-0.0383118304628521	0.0662541257153518	-0.00442199734668763	0.563296246467749	0.8691502645721		0.265054116310073		0.0322643558307406	0.0452638844118179	0.00571609472082362	0.476008001872968	0.892444467036068		-0.0782231923226117	0.0676523949697035	-0.00883802845981383	0.24802537482206	0.719783476890112		0.174663350488341		0.0479548909570103	0.0471917287453288	0.00815053402464039	0.309484471771118	0.745013855115272		-0.0752133725743664	0.0706521934378279	-0.00813603513739388	0.287600711692519	0.710234730707461		0.147152975634758		15510/39(15549)	17063/21(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	UK Biobank Assessment Centre > Verbal interview > Operations
41272#A642	Operative procedures - OPCS4: A64.2 Primary repair of peripheral nerve NEC	0.279806107300178	0.00910136561500158	0.256427894017241	0.652901686721846		0.0662947883461134	0.0584461731938873	0.00910136561500158	0.256427894017241	0.652901686721846		-0.0356335312957704	0.0740190850928347	-0.00368355019004976	0.630206392094103	0.890733981622412		0.279806107300178		-0.00241652995506266	0.0590652648523694	-0.000328054442865773	0.967372168274375	0.997447002868089		0.0683301449002787	0.0727882071484537	0.00717850380386186	0.348120487621077	0.792788410824243		0.450412731942259		0.0265474976962606	0.061405847499672	0.00346817032501655	0.665421310988265	0.92560983768412		0.0262724853150572	0.0765902405706391	0.00262467144817991	0.731567751484008	0.934508638025407		0.997764747444739		15526/23(15549)	17068/16(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41247#2005	Patient classification on admission (recoded): Day case: In inpatient ward and retained overnight	0.586133756623952	0.00909721309748749	0.256644955973348	0.652901686721846		0.0534307691570047	0.0471300903984005	0.00909721309748749	0.256644955973348	0.652901686721846		0.015913285730019	0.0502717397077724	0.00242144286430947	0.751638984174641	0.932004150782064		0.586133756623952		-0.0488687569992601	0.0467598776769069	-0.00838401942107746	0.295828858421077	0.798416870806664		-0.0231500653060589	0.0507310953524862	-0.00349029482553441	0.648262149824906	0.920515553334085		0.709320589109061		-0.00430718574337503	0.0489126648089238	-0.00070657941412697	0.929795829202146	0.988754950494223		-0.00609561871262307	0.0526933680396007	-0.000884563664027363	0.907960957196984	0.980288820195398		0.980154456219877		15513/36(15549)	17047/37(17084)	CAT-MUL	LOGISTIC-BINARY	Hospital Inpatient - Administration	Health-related outcomes > Hospital inpatient > Summary Administration
90043	Average acceleration 16:00 - 16:59	0.293723527954778	0.0138337376822942	0.256807646137344	0.652901686721846		-0.00389230910863035	0.0034327925952687	-0.0138337376822942	0.256807646137344	0.652901686721846		0.00110701473390913	0.00329940116045858	0.00375328031127053	0.737203402704034	0.928397099532785		0.293723527954778		-0.00263423510221871	0.00340717218860716	-0.009433516035773	0.439381827431491	0.87963714868171		-0.00036743938012023	0.00331991915805419	-0.00123809794745218	0.911861801059491	0.981016406073568		0.63371771939679		-0.00344025864037423	0.00356902633886903	-0.0117608418341128	0.335033225326684	0.769363955604531		0.000699563964046027	0.00346778946882423	0.00225668197094158	0.840107512771893	0.959854757659561		0.405460545806397		6720	7995	CONTINUOUS	LINEAR	Physical activity	Additional exposures > Physical activity measurement > Acceleration averages
20003#1140852976	Treatment/medication code: multivitamins	0.786742953266764	0.00909374689690003	0.256826240157072	0.652901686721846		0.0145746853321479	0.0128546828390676	0.00909374689690003	0.256826240157072	0.652901686721846		0.0113640581398059	0.0117518602570076	0.00739887998728757	0.333520931063788	0.738657754201507		0.853747086402405		0.0109161033376796	0.0129137012097216	0.00677983747976532	0.397898060624222	0.867487886356509		0.00787784325638537	0.0118790700877759	0.00507420848804919	0.507203703867767	0.868927828365301		0.862528966125491		0.0147798994385694	0.0134984531953273	0.00878198782904598	0.273495915667505	0.708834227187298		0.00983141388315221	0.012343076757945	0.00609444975844522	0.425713615667856	0.801988551648199		0.786742953266764		15054/495(15549)	16426/658(17084)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
41272#S142	Operative procedures - OPCS4: S14.2 Shave biopsy of lesion of skin NEC	0.851892279649973	0.00907863656792689	0.257617556743631	0.652901686721846		-0.084810429366562	0.0750280087881825	-0.00907863656792689	0.257617556743631	0.652901686721846		-0.065607671854597	0.0703500779255976	-0.00713046543902973	0.351356081926735	0.750206298010772		0.851892279649973		-0.041164362350786	0.0732920743227924	-0.00450808715328451	0.574042217947424	0.927868201169371		-0.0327551512802139	0.0714668508837574	-0.00350167478322346	0.6471930393078	0.920515553334085		0.934530018186207		-0.0753922421450104	0.0775157370654507	-0.00781330531371914	0.32993138092222	0.762292438928136		-0.0555993788647996	0.074428038276655	-0.00570712677961061	0.455713978937307	0.815335402476838		0.853869391956135		15535/14(15549)	17066/18(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#E369	Operative procedures - OPCS4: E36.9 Unspecified diagnostic endoscopic examination of larynx	0.563652954596696	0.00907692438771631	0.257707328883944	0.652901686721846		0.0334079498378974	0.0295234292368977	0.00907692438771631	0.257707328883944	0.652901686721846		0.0096077751230008	0.0287624262278715	0.00255571765155847	0.73835797939226	0.928397099532785		0.563652954596696		-0.00141448006165448	0.0296508052324861	-0.000382600780666665	0.96195088674591	0.997447002868089		0.0162415752520081	0.028969785356225	0.00428923177877284	0.575070449255045	0.893111363986961		0.670165319002721		0.0198092267615823	0.0309101172935021	0.00514063824715483	0.521534140945615	0.871121713378119		0.0127258956991488	0.0301445518737569	0.00322984875276771	0.672924745704065	0.912542220194785		0.869684859087697		15459/90(15549)	16976/108(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41210#Y204	Operative procedures - secondary OPCS4: Y20.4 Fine needle aspiration NOC	0.396516523433738	0.00947645023616972	0.215490000490721	0.65293722492568		0.0117785418454755	0.0424395842226596	0.00222693094022748	0.781264629086491	0.946524552852041		0.0562154188493946	0.0459268898384115	0.00936509288063539	0.220931946655232	0.659076204276929		0.47732415924272		0.00366805313954459	0.0423640246865078	0.000694431645449975	0.930999765552714	0.994916591099877		0.0465126565751402	0.0459260270995821	0.00774722652432647	0.311261594803453	0.768255182678989		0.49289030806134		0.00386049428960077	0.0443346450947503	0.000698654809045742	0.930581199849493	0.988771211898252		0.0590670429146195	0.0476878173273093	0.00947645023616972	0.215490000490721	0.65293722492568		0.396516523433738		15506/43(15549)	17043/41(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Y204	Operative procedures - OPCS4: Y20.4 Fine needle aspiration NOC	0.396516523433738	0.00947645023616972	0.215490000490721	0.65293722492568		0.0117785418454755	0.0424395842226596	0.00222693094022748	0.781264629086491	0.946524552852041		0.0562154188493946	0.0459268898384115	0.00936509288063539	0.220931946655232	0.659076204276929		0.47732415924272		0.00366805313954459	0.0423640246865078	0.000694431645449975	0.930999765552714	0.994916591099877		0.0465126565751402	0.0459260270995821	0.00774722652432647	0.311261594803453	0.768255182678989		0.49289030806134		0.00386049428960077	0.0443346450947503	0.000698654809045742	0.930581199849493	0.988771211898252		0.0590670429146195	0.0476878173273093	0.00947645023616972	0.215490000490721	0.65293722492568		0.396516523433738		15506/43(15549)	17043/41(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#H231	Operative procedures - OPCS4: H23.1 Endoscopic snare resection of lesion of lower bowel using fibreoptic sigmoidoscope	0.182690482081324	0.0101784194137267	0.183396640027064	0.652960552251128		0.0157617118485997	0.0231991998237288	0.00544937623930986	0.496833911128769	0.837476507553228		-0.0126715936494805	0.0267507469906123	-0.0036241778835666	0.63573070893232	0.891764503050043		0.421978208948499		0.0115191367055429	0.0232775378538677	0.00396886693494064	0.620690173909085	0.939076788601741		-0.0361764686808866	0.027190808938265	-0.0101784194137267	0.183396640027064	0.652960552251128		0.182690482081324		0.0169080647838079	0.0243707078426182	0.00556467784669242	0.48777181565758	0.854910407590002		-0.0326257156382638	0.02833124767735	-0.00881006438079631	0.249525119626891	0.683299465275221		0.185018395500877		15399/150(15549)	16961/123(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41210#C751	Operative procedures - secondary OPCS4: C75.1 Insertion of prosthetic replacement for lens NEC	0.361957752434121	0.00956810104814812	0.21108405801896	0.653065712578566		-0.00120284804449325	0.0374350895319615	-0.000257787877722572	0.974358047687611	0.992376264142268		0.0473274600769192	0.0378480431471693	0.00956810104814812	0.21108405801896	0.653065712578566		0.361957752434121		0.000119310197322242	0.0369876697831026	2.5870254838649e-05	0.997426268045725	0.999803450816896		-0.00289553972043033	0.0377850619995445	-0.000586268316037783	0.938922520180829	0.989601139143158		0.954530775574614		-0.000689519803887886	0.0389233865138126	-0.000142121023445075	0.985861642398642	0.993745167181549		0.0227629668346657	0.0393147649395851	0.00443012676260966	0.562579088829671	0.869974247203393		0.67162702384927		15492/57(15549)	17023/61(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
6154#4	Medication for pain relief, constipation, heartburn: Ranitidine (e.g. Zantac)	0.245451496612646	0.00961557534655316	0.211161340317993	0.653065712578566		-0.00821180221703892	0.0196814990780762	-0.00336255674893947	0.676480103227576	0.911683251475434		0.023212705496892	0.018564950182564	0.00961557534655316	0.211161340317993	0.653065712578566		0.245451496612646		-0.00901926199306192	0.0198533122855858	-0.00366100242892689	0.649608060363347	0.945141890858135		-0.0107660492966365	0.01880352257242	-0.00440319041014965	0.566945514182203	0.890273787996116		0.949065339216245		-0.0107305231551419	0.0207693228104371	-0.00416374810708192	0.60536890964402	0.904666625824611		0.00314340037856548	0.0195318531439378	0.00123769221202057	0.87214208373471	0.971331865795523		0.626526071384146		15188/213(15401)	16650/260(16910)	CAT-MUL	LOGISTIC-BINARY	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication
41272#K752	Operative procedures - OPCS4: K75.2 Percutaneous transluminal balloon angioplasty and insertion of 3 or more drug-eluting stents into coronary artery	0.169361634616861	0.0100761986110338	0.187836234720829	0.653774509543776		0.00442864539695012	0.0299936349021903	0.00118444326608411	0.882590972935374	0.974731153557018		0.0825981431946792	0.0910794362462029	0.00693091649840754	0.364999608179314	0.762581516987456		0.414962831846332		-0.0115768455936819	0.0298061679457864	-0.00311508180525042	0.697709693793614	0.95228099111975		0.117250783588956	0.0888786837165071	0.0100761986110338	0.187836234720829	0.660385790697261		0.169361634616861		-0.00662084236250176	0.0312477829413685	-0.00169964109519232	0.832165943069263	0.967785567039498		0.11527813649751	0.0932218327733643	0.00945069441853201	0.216740002452941	0.653774509543776		0.215040347658045		15461/88(15549)	17073/11(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
2453	Cancer diagnosed by doctor	0.321245406887573	0.00966623277675154	0.207064594424681	0.653774509543776		-0.00392128492826553	0.0108381545567566	-0.00290346027612053	0.717471067030176	0.921080236247041		0.0102209180041928	0.00926365901143078	0.00845369805448601	0.269853121568588	0.699880631946848		0.321245406887573		0.00228458246210573	0.0107030400924199	0.00171292448334632	0.830959729365137	0.977967672044132		0.0117375185029464	0.009303663550611	0.00966623277675154	0.207064594424681	0.674666508207889		0.505046206352675		0.000260233193823494	0.0112651648531993	0.000185382755273289	0.981568084164117	0.993585198679656		0.0119597695203913	0.0096850648597259	0.00946141895822427	0.216851856702026	0.653774509543776		0.430975888793823		14820/713(15533)	15951/1086(17037)	CAT-SIN	LOGISTIC-BINARY	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions
20004#1432	Operation code: thyroidectomy/partial thyroidectomy	0.483223248362353	0.00944060781713161	0.217230952290255	0.653774509543776		-0.0177799816219102	0.0633535775246285	-0.002252199976707	0.778846818507884	0.946037669594799		0.0309690229350849	0.0286472199306423	0.00827081376794692	0.279689627107178	0.70636357324529		0.483223248362353		0.0340300554748584	0.0632451342246317	0.00431465876845823	0.590584300365389	0.933031590777501		0.0322780112262472	0.0289271212056594	0.00853671631068396	0.264519109867528	0.732055136234174		0.97990150757548		0.0113909417006831	0.0662307794213645	0.00137994436507255	0.863388686023571	0.976890707746766		0.0369976921697239	0.0299827123106124	0.00944060781713161	0.217230952290255	0.653774509543776		0.724674329028883		15529/20(15549)	16978/106(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	UK Biobank Assessment Centre > Verbal interview > Operations
40006#C449	Type of cancer: ICD10: C44.9 Malignant neoplasm of skin, unspecified	0.177639701120383	0.0122832252310385	0.125601038583017	0.655002184899991		0.000311242380763399	0.0148254878511885	0.000168391409563969	0.983248589137162	0.993261857397622		-0.00533489708439353	0.0192007121018463	-0.00212609940847232	0.781106138965579	0.944456671819896		0.815954483972438		0.0223978782371101	0.0146243986142351	0.0122832252310385	0.125601038583017	0.655002184899991		-0.0101600396036638	0.0192206247489983	-0.0040447030488941	0.597055601588873	0.899781858131362		0.177639701120383		0.0131702132874463	0.0154014628404057	0.00685882586906418	0.392423432952256	0.799787377658197		-0.00803358054277081	0.0200376094762613	-0.00306784423264444	0.688447087403539	0.91784167420283		0.40146988987362		15179/370(15549)	16844/240(17084)	CAT-MUL	LOGISTIC-BINARY	Cancer register	Health-related outcomes > Cancer register
41200#X701	Operative procedures - main OPCS4: X70.1 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 1	0.268726086011686	0.00951872701717874	0.213449461094959	0.655118955387873		-0.0119201903209701	0.0543618313715657	-0.00175937831917915	0.82635948772622	0.9599673890618		0.0837207703601199	0.0672505947675781	0.00951872701717874	0.213449461094959	0.655118955387873		0.268726086011686		-0.0252794370929122	0.0542739669459991	-0.00373469749514105	0.641449043832511	0.942277031144879		0.0463709938049289	0.0682122595082164	0.00519727488736627	0.496958401302436	0.863930614902639		0.41109748468944		-0.0290254271633595	0.0570098946544822	-0.00408523940921143	0.61048379880045	0.904666625824611		0.0693090545043387	0.0704101413665618	0.00752660085937853	0.325243126979165	0.73520650939763		0.277739163141881		15522/27(15549)	17065/19(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
20003#1140865578	Treatment/medication code: mesalazine	0.11082782736589	0.00951703631850482	0.213530796123508	0.655118955387873		-0.0688164911146843	0.0687733485079	-0.00803096295093728	0.316636427873628	0.706014872140871		0.0950028675709123	0.0763283069278453	0.00951703631850482	0.213530796123508	0.655118955387873		0.11082782736589		-0.0645550105981659	0.0694498424796497	-0.00744976475935199	0.352930994197853	0.835228003497246		0.0254441992574397	0.0778270191785525	0.00249866045654316	0.743992185929333	0.939376379800652		0.38823911939917		-0.0764386086060456	0.0727259809688812	-0.00843451648354729	0.292929358701391	0.73350181547647		0.0707429076802957	0.0798122745035794	0.00677588976814174	0.375824259370531	0.771588080985558		0.172857279989232		15532/17(15549)	17069/15(17084)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
41210#Z475	Operative procedures - secondary OPCS4: Z47.5 Skin of chin	0.42787623122839	0.00951461055347545	0.213647532298402	0.655118955387873		-0.00234978276263875	0.047637732671804	-0.000395745032985438	0.960644751990209	0.990069480552666		0.0451267212972525	0.0362840092189368	0.00951461055347545	0.213647532298402	0.655118955387873		0.42787623122839		0.0395883662127457	0.0474422052972387	0.00669172487601457	0.40405907540753	0.871704991756198		0.0205054033127032	0.0366179145810232	0.00428393420181156	0.575542664078368	0.893111363986961		0.750166703033296		0.0272826715978112	0.0497081784544565	0.0044029756239125	0.583004195717309	0.902435512054251		0.0396556020968528	0.0379989846254995	0.00798353379497939	0.296732447715002	0.716329941951649		0.843240718249295		15514/35(15549)	17017/67(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#Z475	Operative procedures - OPCS4: Z47.5 Skin of chin	0.42787623122839	0.00951461055347545	0.213647532298402	0.655118955387873		-0.00234978276263875	0.047637732671804	-0.000395745032985438	0.960644751990209	0.990069480552666		0.0451267212972525	0.0362840092189368	0.00951461055347545	0.213647532298402	0.655118955387873		0.42787623122839		0.0395883662127457	0.0474422052972387	0.00669172487601457	0.40405907540753	0.871704991756198		0.0205054033127032	0.0366179145810232	0.00428393420181156	0.575542664078368	0.893111363986961		0.750166703033296		0.0272826715978112	0.0497081784544565	0.0044029756239125	0.583004195717309	0.902435512054251		0.0396556020968528	0.0379989846254995	0.00798353379497939	0.296732447715002	0.716329941951649		0.843240718249295		15514/35(15549)	17017/67(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41200#C124	Operative procedures - main OPCS4: C12.4 Curettage of lesion of eyelid	0.175636950074045	0.010138684203837	0.185113071659639	0.655755256952522		0.000304889205794713	0.0295744738059877	8.26941637722789e-05	0.991773207816057	0.995844282533788		0.0361325124657661	0.034459776237866	0.00802215686038595	0.294401577854301	0.720083052707793		0.430129600502821		-0.0160858030692782	0.0300146878969617	-0.00429809130675333	0.592011297014598	0.933031590777501		0.0462736218082303	0.0349180495905254	0.010138684203837	0.185113071659639	0.655755256952522		0.175636950074045		-0.00856169626166612	0.0312748025620015	-0.00219587672946683	0.784238876503406	0.955562695550853		0.0437938114914252	0.0361563986681026	0.00926709977871189	0.225801681417915	0.662892228677631		0.273442305424635		15458/91(15549)	17012/72(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
4277	Volume level set by participant (right)	0.381199948628005	0.0210613268981109	0.128555971204973	0.655900517003517		0.00133469664414789	0.00675808715543702	0.00255996231204943	0.853471529499884	0.966974874262669		0.00731517481689006	0.00662204714509198	0.0134429548642592	0.314814584761623	0.735123344857807		0.527338464423223		0.0111036840532573	0.00694591180291419	0.0210613268981109	0.128555971204973	0.655900517003517		0.00252861899800864	0.00690253752557249	0.00457891967651226	0.732085643354468	0.9379785485417		0.381199948628005		0.0074704995934236	0.00726172153761417	0.0135646260362169	0.327718695275751	0.760573959722059		0.0057313353426022	0.00713902229449522	0.0100065262818418	0.454346508246227	0.813707152520172		0.864391220713753		5207	5592	CAT-SIN	ORDERED-LOGISTIC	Physical measures	UK Biobank Assessment Centre > Physical measures > Hearing test
41272#X481	Operative procedures - OPCS4: X48.1 Application of plaster cast	0.595064793512199	0.0121786815155066	0.128852302298537	0.656059716127016		0.0347440515079605	0.0630888863316316	0.00441892000158402	0.581640562725422	0.873873450190684		0.0253250775626422	0.0599132586626995	0.00323424273864774	0.672505637091997	0.911418446329993		0.913790797212667		0.0935058173624154	0.0615427904813646	0.0121786815155066	0.128852302298537	0.656059716127016		0.0482864428649612	0.0587417052939473	0.00628622622302242	0.411296494990675	0.833027790724202		0.595064793512199		0.0779041185913884	0.0652663287559811	0.00957347846911969	0.232576224698212	0.672120861366405		0.0401654223997992	0.0617875244367752	0.00497286933469359	0.515722751523908	0.844938320643022		0.674554664183501		15529/20(15549)	17059/25(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
1220	Daytime dozing / sleeping (narcolepsy)	0.968989290883004	0.00902852852215624	0.260575923280101	0.657283508824271		0.00618354002402381	0.00517699658313499	0.00902852852215624	0.260575923280101	0.657283508824271		0.00633027456688505	0.00544380267030244	0.00824228097776007	0.281563293286781	0.707732459901292		0.98441647805796		0.00268194942752521	0.00526383016577816	0.00391862156693437	0.625353505439564	0.939076788601741		0.00272131059519549	0.00559298529102298	0.00351792772298421	0.645812343698877	0.920515553334085		0.995910980588785		0.00468874728633184	0.00551346904731495	0.00654039943751678	0.415087623827749	0.810042843187512		0.00500056236205988	0.00582532560143765	0.00621079900201215	0.417136597830334	0.797677466252308		0.968989290883004		15528	17069	CAT-SIN	ORDERED-LOGISTIC	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep
41200#U162	Operative procedures - main OPCS4: U16.2 Magnetic resonance cholangiopancreatography	0.586280648159952	0.00931777407629685	0.245291762542363	0.657937968547671		0.0536528712562921	0.0477892135994717	0.00900747134806389	0.261367154205844	0.657937968547671		0.0181109968165519	0.0508166383388181	0.00272625925214442	0.72160220762488	0.923900582791821		0.610398629095059		0.0417584277010674	0.0479298571678953	0.00698702418350647	0.38363589229133	0.856002719093685		0.00977793622526887	0.0512192892958818	0.00146014438627414	0.848652251545544	0.967971188573183		0.648459866606829		0.0579882031072624	0.0499220008096505	0.00931777407629685	0.245291762542363	0.689544710047682		0.0182604387928185	0.0532582929552338	0.00262258493102553	0.731772916324114	0.934547033841062		0.586280648159952		15515/34(15549)	17050/34(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
41272#W083	Operative procedures - OPCS4: W08.3 Excision of excrescence of bone	0.173496066690332	0.00901041351321744	0.261211391916873	0.657937968547671		0.0586809635550014	0.0522473573859039	0.00901041351321744	0.261211391916873	0.657937968547671		-0.0255834113376395	0.0332143076805805	-0.0058930090512925	0.441170226220751	0.817672098320809		0.173496066690332		0.0293837818672287	0.0524424935659829	0.00449297085295715	0.575327033556462	0.927868201169371		-0.0159595336838995	0.033479182804659	-0.00364693711265495	0.633610650483832	0.918907620008753		0.466134944277751		0.0500107258670182	0.0547846958045034	0.00732266125045449	0.36120593338718	0.780639953680492		-0.0222020142840915	0.0348845298573535	-0.00486910307571281	0.524522134243158	0.851171396672685		0.266203489778198		15520/29(15549)	17004/80(17084)	CAT-MUL	LOGISTIC-BINARY	Operations	Health-related outcomes > Hospital inpatient > Summary Operations
