id	structure	category	a_n	b_n	top_deltaP	top_rhoAbs	top_pvalue	top_fdr	NA	a_gap_gm_rho	a_gap_gm_pval	a_gap_gm_fdr	NA.1	b_gap_gm_rho	b_gap_gm_pval	b_gap_gm_fdr	NA.2	gap_gm_deltaP	NA.3	a_gap_wm_rho	a_gap_wm_pval	a_gap_wm_fdr	NA.4	b_gap_wm_rho	b_gap_wm_pval	b_gap_wm_fdr	NA.5	gap_wm_deltaP	NA.6	a_gap_gwm_rho	a_gap_gwm_pval	a_gap_gwm_fdr	NA.7	b_gap_gwm_rho	b_gap_gwm_pval	b_gap_gwm_fdr	NA.8	gap_gwm_deltaP
RH_SurfArea_medialorbitofrontal	Medialorbitofrontal (right)	cortical surface area	15317	16961	0.176895081553172	0.0815508783351296	2.02425662981255e-26	3.62062161429887e-26		-0.0665802844012678	1.62102127058575e-16	2.4426347912936e-16		-0.0815508783351296	2.02425662981255e-26	3.62062161429887e-26		0.176895081553172		-0.0292745796773354	0.000291244164882789	0.000390693391915936		-0.0429222724155078	2.25379479676541e-08	3.61923252035321e-08		0.220240590812115		-0.050680030857138	3.50192778746406e-10	5.17063163249727e-10		-0.0655984603576106	1.22559109518173e-17	2.15704032751984e-17		0.179327591668009
LH_GrayVol_frontalpole	Frontalpole (left)	cortical volume	15317	16961	4.79431372240047e-05	0.0848679233089014	7.00046807106987e-26	1.30517201325031e-25		-0.0848679233089014	7.00046807106987e-26	1.30517201325031e-25		-0.0546872862196697	1.03384879024451e-12	1.32236473170809e-12		0.00651192547065826		-0.0555526928750229	6.03022247218901e-12	1.0785763771395e-11		-0.0102897571412375	0.18030402236333	0.195403373989816		4.79431372240047e-05		-0.0750775987987332	1.37053402621757e-20	2.45136167290947e-20		-0.0333452559930801	1.40584109009544e-05	1.69936835066482e-05		0.000173199632503396
RH_ThickAvg_medialorbitofrontal	Medialorbitofrontal (right)	cortical thickness	15317	16961	5.3520839160548e-07	0.0845953095244699	1.00276019091962e-25	1.82320034712658e-25		-0.0845953095244699	1.00276019091962e-25	1.82320034712658e-25		-0.0495536149286096	1.07418101787327e-10	1.312887910734e-10		0.00158873717941255		-0.0698230493477938	5.15568645439231e-18	1.15739899996562e-17		-0.0140503321217321	0.0673213993970201	0.0763438549863115		5.3520839160548e-07		-0.0833685443242342	4.98104345578951e-25	1.00534822043458e-24		-0.0323610174021077	2.50121853644677e-05	2.99058738053418e-05		4.3894135346445e-06
RH_GrayVol_parahippocampal	Parahippocampal (right)	cortical volume	15317	16961	0.600413574972414	0.0798956972112994	2.01955754385874e-25	3.55442127719138e-25		-0.0740911513118227	4.30960148504196e-20	6.97141416697964e-20		-0.0798956972112994	2.01955754385874e-25	3.55442127719138e-25		0.600413574972414		-0.0369427494147101	4.81835884047504e-06	6.97394042700335e-06		-0.037898998060593	7.95633834699311e-07	1.21555169190173e-06		0.931545128906281		-0.0584898200141335	4.38096995308028e-13	6.78741823716663e-13		-0.0608452403820533	2.19607518041259e-15	3.55247455654978e-15		0.832068792267267
LH_GrayVol_cuneus	Cuneus (left)	cortical volume	15317	16961	0.250175655945318	0.0789480680911157	7.37943574830871e-25	1.27832745246293e-24		-0.0661968818628278	2.41111865156054e-16	3.60847689349196e-16		-0.0789480680911157	7.37943574830871e-25	1.27832745246293e-24		0.250175655945318		-0.0272958403940842	0.000730186985741515	0.000961922975228343		-0.0267228003899533	0.000501264346708439	0.000664326242625642		0.958973059334889		-0.0484241678293197	2.0334155731659e-09	2.96259222580462e-09		-0.0546919842203125	1.02925642968431e-12	1.54038377231665e-12		0.572919122320244
RH_SurfArea_parsopercularis	Parsopercularis (right)	cortical surface area	15317	16961	0.0562045978125625	0.0777898978708228	3.52173201912774e-24	6.00605460626436e-24		-0.0654548403458882	5.16614318374676e-16	7.62786241895495e-16		-0.0777898978708228	3.52173201912774e-24	6.00605460626436e-24		0.266034338622459		-0.0200631032285422	0.0130394868680956	0.0163924977770345		-0.0413279775328202	7.30779396076701e-08	1.14836762240624e-07		0.0562045978125625		-0.0443303270883951	4.07066329917897e-08	5.74067901166265e-08		-0.0639203549389659	7.99534556134459e-17	1.3742000183561e-16		0.0779760369303022
RH_GrayVol_lingual	Lingual (right)	cortical volume	15317	16961	0.01169540251227	0.0777211013671918	3.86153593427837e-24	6.53490696570186e-24		-0.059416280503894	1.86448238741517e-13	2.62939823866242e-13		-0.0777211013671918	3.86153593427837e-24	6.53490696570186e-24		0.0989745088718348		-0.0115623751520936	0.152522353989547	0.170329532374113		-0.0396474656156605	2.41272328724206e-07	3.73802199431868e-07		0.01169540251227		-0.0360467885554534	8.13593077251553e-06	1.07179926344516e-05		-0.059942194130847	5.63616436834759e-15	8.98518957272804e-15		0.0316661314584992
RH_SurfArea_lateraloccipital	Lateraloccipital (right)	cortical surface area	15317	16961	0.195897827651917	0.0801922104590039	2.83581514510887e-23	4.91243568444056e-23		-0.0801922104590039	2.83581514510887e-23	4.91243568444056e-23		-0.0658518452965863	9.1951758388571e-18	1.34862578969904e-17		0.195897827651917		-0.0511134214266082	2.47587642357908e-10	4.06487174020446e-10		-0.049168921975699	1.4944201570666e-10	2.67294662239554e-10		0.861180327954733		-0.0703920362304544	2.76890048901206e-18	4.72215587273375e-18		-0.0611629308862355	1.57116035106647e-15	2.56040946099721e-15		0.405688714771473
RH_GrayVol_frontalpole	Frontalpole (right)	cortical volume	15317	16961	1.58910233272191e-05	0.0796427481034858	5.61633653444432e-23	9.50456951982885e-23		-0.0796427481034858	5.61633653444432e-23	9.50456951982885e-23		-0.0560535498165701	2.78860623233337e-13	3.65174625662703e-13		0.033506088790251		-0.0457691806099491	1.46117109728571e-08	2.24795553428571e-08		0.00231141134789104	0.763445668537984	0.766931721818979		1.58910233272191e-05		-0.0674866291522354	6.28473404663366e-17	1.0166481546025e-16		-0.027426668406634	0.000354566124832797	0.000410550249806397		0.000315542165598703
RH_GrayVol_caudalanteriorcingulate	Caudalanteriorcingulate (right)	cortical volume	15317	16961	0.0726141358911547	0.0755146874630298	7.09749845806264e-23	1.18291640967711e-22		-0.0555886486768328	5.84435505655e-12	7.9860752325528e-12		-0.0755146874630298	7.09749845806264e-23	1.18291640967711e-22		0.0726141358911547		-0.0500716843929716	5.67017194630125e-10	9.24028020878722e-10		-0.0446172668875151	6.16156276852453e-09	1.02692712808742e-08		0.623857056087981		-0.0540965404216545	2.10779642097593e-11	3.22024453204656e-11		-0.0626490799025688	3.20683367770864e-16	5.34472279618107e-16		0.441396555274687
RH_SurfArea_precuneus	Precuneus (right)	cortical surface area	15317	16961	0.0191981906237335	0.0750127168456413	1.36052223006495e-22	2.23369321353947e-22		-0.0557583376381453	5.04026692142033e-12	6.93036701695295e-12		-0.0750127168456413	1.36052223006495e-22	2.23369321353947e-22		0.0827951944647098		-0.0121678478328302	0.132169226290002	0.148353213182655		-0.0382536581875735	6.27146689667758e-07	9.6484106102732e-07		0.0191981906237335		-0.0345942379621183	1.8548703424116e-05	2.37250857750321e-05		-0.058098079291918	3.70103145339165e-14	5.73399239257861e-14		0.0345957254977871
RH_SurfArea_bankssts	Bankssts (right)	cortical surface area	15317	16961	0.326846379990517	0.0749439993221917	1.48678076788035e-22	2.40508653627704e-22		-0.0712361737210325	1.09092479231215e-18	1.70215215821754e-18		-0.0749439993221917	1.48678076788035e-22	2.40508653627704e-22		0.738078594814879		-0.0311269227629194	0.000117005783291956	0.000162919445090065		-0.0420422460777494	4.33680042650482e-08	6.8640006750436e-08		0.326846379990517		-0.0522514044654185	9.82839001290211e-11	1.48099027591676e-10		-0.0594662814641606	9.21087629089377e-15	1.45783653524937e-14		0.516181830049137
RH_ThickAvg_temporalpole	Temporalpole (right)	cortical thickness	15317	16961	0.124493860311033	0.0781790039896046	3.38970278958684e-22	6.21445511424254e-22		-0.0649830700126939	8.34973014480459e-16	1.22462708790467e-15		-0.0592624561991283	1.13541156911145e-14	1.53245733254306e-14		0.606441476808225		-0.077034522860679	1.35075942216115e-21	3.62398869360309e-21		-0.0599905937157955	5.36039240964321e-15	1.19119831325405e-14		0.124493860311033		-0.0781790039896046	3.38970278958684e-22	6.21445511424254e-22		-0.0647330630673281	3.24314613392513e-17	5.6626361068534e-17		0.22536586744528
LH_ThickAvg_temporalpole	Temporalpole (left)	cortical thickness	15317	16961	0.00174510050714449	0.0772659698924355	1.02297416073249e-21	1.85995301951362e-21		-0.0655977420943405	4.46392794555386e-16	6.6355685677152e-16		-0.0455189127241121	3.03135545653063e-09	3.64425246140294e-09		0.0707905852605502		-0.0751147257344939	1.31231028759101e-20	3.35707282872119e-20		-0.0403370425173059	1.48630992665435e-07	2.31906513378693e-07		0.00174510050714449		-0.0772659698924355	1.02297416073249e-21	1.85995301951362e-21		-0.0456216709191447	2.79354617561981e-09	3.88974783947062e-09		0.00437652859433535
LH_SurfArea_inferiorparietal	Inferiorparietal (left)	cortical surface area	15317	16961	0.037530871675296	0.0730834820842847	1.59383807513883e-21	2.55944800387257e-21		-0.0594359309432592	1.83074399780791e-13	2.59847535172736e-13		-0.0730834820842847	1.59383807513883e-21	2.55944800387257e-21		0.218817903751497		-0.0280239407498005	0.000524099338349726	0.000698799117799635		-0.0511728970470607	2.60434408850675e-11	4.89705726044004e-11		0.037530871675296		-0.0439693278303042	5.23830074102593e-08	7.29383647484623e-08		-0.0617897578883411	8.07439287970867e-16	1.33561385980143e-15		0.108909307968694
RH_SurfArea_frontalpole	Frontalpole (right)	cortical surface area	15317	16961	0.20188664497047	0.0758882342941836	5.28623050894563e-21	8.81038418157605e-21		-0.0758882342941836	5.28623050894563e-21	8.81038418157605e-21		-0.0706385510748175	3.29054425015819e-20	5.09802630306198e-20		0.63587967463947		-0.0500461669405906	5.78524840014485e-10	9.35849005905785e-10		-0.0358461393110839	3.02862858971476e-06	4.41257145521356e-06		0.20188664497047		-0.0676495573840056	5.29339474064141e-17	8.62627291067489e-17		-0.0569349994895106	1.17763667558518e-13	1.79916714325514e-13		0.334591156485561
LH_SurfArea_precuneus	Precuneus (left)	cortical surface area	15317	16961	0.00142863415011352	0.0719609368097387	6.48057185975268e-21	1.02570202096805e-20		-0.0585613913296344	4.10308746024369e-13	5.74954930734785e-13		-0.0719609368097387	6.48057185975268e-21	1.02570202096805e-20		0.227366054236132		-0.0149689398604971	0.0639922127233633	0.0747112904310764		-0.0504746173741826	4.8239662867576e-11	8.99383544988705e-11		0.00142863415011352		-0.0374766529254971	3.50651102745752e-06	4.64718328940153e-06		-0.0634067031654064	1.40605845922731e-16	2.39792915527138e-16		0.0196937525821441
LH_SurfArea_bankssts	Bankssts (left)	cortical surface area	15317	16961	0.10942318627778	0.0717111197831714	8.82901480499821e-21	1.387416612214e-20		-0.0539370524435797	2.4127284633142e-11	3.21697128441893e-11		-0.0717111197831714	8.82901480499821e-21	1.387416612214e-20		0.10942318627778		-0.0364624829866042	6.38987269279094e-06	9.18805223800004e-06		-0.0496243047724944	1.01067328983492e-10	1.82252560462035e-10		0.236850533892376		-0.0472823638902426	4.81060391472667e-09	6.91720824339783e-09		-0.0629487408701995	2.31714389338954e-16	3.89138669118854e-16		0.158637046332708
RH_SurfArea_pericalcarine	Pericalcarine (right)	cortical surface area	15317	16961	0.266974133712813	0.0707754288970656	2.78500968550101e-20	4.34540518305122e-20		-0.0674703232702132	6.39349633047553e-17	9.76784161600428e-17		-0.0707754288970656	2.78500968550101e-20	4.34540518305122e-20		0.765772178306833		0.00147787138815929	0.854908309546051	0.866727318433784		-0.0108961741793606	0.15596168293319	0.169859258640108		0.266974133712813		-0.0308510077858549	0.000134454955751019	0.000163425913067537		-0.0395959959514946	2.50077575288774e-07	3.23629803314884e-07		0.432188370476247
LH_GrayVol_posteriorcingulate	Posteriorcingulate (left)	cortical volume	15317	16961	0.00764087155246096	0.0744970370021667	2.69465556336875e-20	4.42406137269496e-20		-0.0744970370021667	2.69465556336875e-20	4.42406137269496e-20		-0.0623109696842625	4.6186494181992e-16	6.51347994874246e-16		0.272069464074593		-0.0543398967871674	1.71383558780542e-11	3.01635063453754e-11		-0.0246518138952074	0.00132600101387163	0.00171600131206917		0.00764087155246096		-0.0699889360130717	4.30326046570873e-18	7.2268496370681e-18		-0.0442600698431339	8.13029297877653e-09	1.11097171138561e-08		0.0205743886249334
LH_SurfArea_pericalcarine	Pericalcarine (left)	cortical surface area	15317	16961	0.365960006421079	0.0704137154639953	4.32472812855397e-20	6.65342789008303e-20		-0.0606842676108047	5.66999301540286e-14	8.15293113325901e-14		-0.0704137154639953	4.32472812855397e-20	6.65342789008303e-20		0.380727007978529		-0.00471300485947378	0.559791854277801	0.592087538178443		-0.0132642518493992	0.0841396627045142	0.0949267989486827		0.442986460812519		-0.0316690775111454	8.87521808900978e-05	0.000109693706718098		-0.0417335896375921	5.43935541751708e-08	7.29669629179121e-08		0.365960006421079
RH_GrayVol_cuneus	Cuneus (right)	cortical volume	15317	16961	0.000224508325986417	0.0703117617901169	4.89392353823876e-20	7.47682762786477e-20		-0.0292881724153738	0.00028935428476797	0.000335041803415544		-0.0703117617901169	4.89392353823876e-20	7.47682762786477e-20		0.000224508325986417		0.00638052387022331	0.429831377384698	0.456825618476491		-0.0228478299592763	0.00292698406845431	0.00370078445436752		0.00873368847781819		-0.00956766401579115	0.236472790534437	0.251323738732252		-0.0472406331614116	7.53474092356082e-10	1.0625916687073e-09		0.000718031105833239
RH_GrayVol_transversetemporal	Transversetemporal (right)	cortical volume	15317	16961	0.264319629032535	0.0685756478909867	3.91083556353196e-19	5.85295118351722e-19		-0.0561808380856914	3.47995919907406e-12	4.81503788551128e-12		-0.0685756478909867	3.91083556353196e-19	5.85295118351722e-19		0.264319629032535		-0.00736363459989987	0.362228788692981	0.390663180657341		-0.00626525248915903	0.414626542121473	0.434525744388997		0.921507150115073		-0.0333760276515416	3.61473295837925e-05	4.57035201634158e-05		-0.0389783245990326	3.83187384799843e-07	4.89414932924762e-07		0.614812176617464
LH_ThickAvg_insula	Insula (left)	cortical thickness	15317	16961	1.9754521130011e-08	0.0717647233658813	6.05470018480063e-19	9.51452886182956e-19		-0.0717647233658813	6.05470018480063e-19	9.51452886182956e-19		-0.0342307956685218	8.25937400702299e-06	9.31826811048748e-06		0.000733123186021478		-0.0589967086190469	2.7496870019461e-13	5.21492362438053e-13		0.00351883278317448	0.646828029958209	0.661870542282818		1.9754521130011e-08		-0.0684241526704635	2.32744323661192e-17	3.84990610567385e-17		-0.0139504163051914	0.0692920522425385	0.0750948349426526		9.77501389165525e-07
RH_ThickAvg_lateralorbitofrontal	Lateralorbitofrontal (right)	cortical thickness	15317	16961	7.59569654040781e-06	0.0702452210748571	3.25219369826614e-18	5.50371241245039e-18		-0.0679502679910226	3.85186834760669e-17	5.92595130401029e-17		-0.0431758600050749	1.86195202851032e-08	2.22624699061017e-08		0.0257875084479533		-0.0626949362305863	8.16570076813351e-15	1.60397693659765e-14		-0.0128768583233783	0.0935994665713786	0.104143957457572		7.59569654040781e-06		-0.0702452210748571	3.25219369826614e-18	5.50371241245039e-18		-0.0289404838122584	0.000163901159402346	0.000192824893414525		0.000203260731644894
RH_SurfArea_rostralanteriorcingulate	Rostralanteriorcingulate (right)	cortical surface area	15317	16961	0.0067933724422502	0.0663457556889092	5.23554971588895e-18	7.73034186238637e-18		-0.0362530674065588	7.21911790513043e-06	8.72640625894887e-06		-0.0663457556889092	5.23554971588895e-18	7.73034186238637e-18		0.0067933724422502		-0.027422563070033	0.000689615370593179	0.000913948081509032		-0.036219120113663	2.38783591086674e-06	3.50215933593788e-06		0.429583945687507		-0.0325460092342471	5.62448196480485e-05	7.03060245600606e-05		-0.053085538954582	4.61594834169065e-12	6.77005756781295e-12		0.0648985133667339
LH_SurfArea_postcentral	Postcentral (left)	cortical surface area	15317	16961	0.474491166229368	0.0652446109041081	1.82732615801615e-17	2.66232950174538e-17		-0.0573019267305457	1.28523990282452e-12	1.78957454823667e-12		-0.0652446109041081	1.82732615801615e-17	2.66232950174538e-17		0.474491166229368		0.0134597609979189	0.0958184819039203	0.109792010514909		0.0122732789624813	0.11001851669547	0.121628510919615		0.915224128015133		-0.0210493923023184	0.00919378831003077	0.0103724791190091		-0.0228570980516298	0.00291548483411144	0.00327248297706386		0.871117457856387
LH_GrayVol_caudalanteriorcingulate	Caudalanteriorcingulate (left)	cortical volume	15317	16961	0.145781562425245	0.0648672343193925	2.79128704758312e-17	4.04002072676504e-17		-0.0487046456328498	1.6408103773804e-09	2.12340166484522e-09		-0.0648672343193925	2.79128704758312e-17	4.04002072676504e-17		0.145781562425245		-0.0487931088059231	1.53308572142045e-09	2.40913470508928e-09		-0.0430751498540969	2.00893186991159e-08	3.24974273073934e-08		0.607239486070721		-0.05358727828527	3.24051408740139e-11	4.91664206364349e-11		-0.0572500599034171	8.62617359413373e-14	1.32710362986673e-13		0.741714333708145
LH_SurfArea_insula	Insula (left)	cortical surface area	15317	16961	0.00010741555874505	0.064775073108216	3.09441133629267e-17	4.44948035283913e-17		-0.0340111776609741	2.55965926224336e-05	3.07718599832535e-05		-0.064775073108216	3.09441133629267e-17	4.44948035283913e-17		0.00566340720677339		-0.00730560647411508	0.366023940929372	0.39280618050957		-0.0504397735134538	4.97358804842286e-11	9.19486866094983e-11		0.00010741555874505		-0.0232524268194299	0.00400905789195668	0.00459371216786703		-0.0617470040146403	8.45124837677146e-16	1.38751839021621e-15		0.000540472422934535
LH_GrayVol_rostralanteriorcingulate	Rostralanteriorcingulate (left)	cortical volume	15317	16961	0.33868387411061	0.0644703519913769	4.346822130799e-17	6.20974590114143e-17		-0.0538421018549792	2.61435053843311e-11	3.46480191840533e-11		-0.0644703519913769	4.346822130799e-17	6.20974590114143e-17		0.33868387411061		-0.0347940211997635	1.65916018165322e-05	2.33984128181864e-05		-0.0297544480336222	0.000106601120548513	0.000147498405790395		0.650873249220397		-0.0466814419001877	7.5093134114376e-09	1.0727590587768e-08		-0.0479963924824117	4.02634324578859e-10	5.75191892255513e-10		0.905890847744796
RH_SurfArea_inferiorparietal	Inferiorparietal (right)	cortical surface area	15317	16961	0.334305865334984	0.0666162031829479	1.56165354135401e-16	2.36940537308884e-16		-0.0666162031829479	1.56165354135401e-16	2.36940537308884e-16		-0.0558939401847827	3.25514611336115e-13	4.21254202905561e-13		0.334305865334984		-0.0211427431289483	0.00888839680683473	0.0113031635693852		-0.0259773787120129	0.000717061520842366	0.000939009134436432		0.664335830150983		-0.0442310866123406	4.36373781567343e-08	6.11479184361882e-08		-0.0400647688851917	1.80131992520986e-07	2.35887133063196e-07		0.708101571378927
RH_GrayVol_rostralanteriorcingulate	Rostralanteriorcingulate (right)	cortical volume	15317	16961	0.234293396785523	0.0624723604241099	3.88143235921172e-16	5.50912980017147e-16		-0.0510875149533334	2.52792722640098e-10	3.31038089171557e-10		-0.0624723604241099	3.88143235921172e-16	5.50912980017147e-16		0.305553453911977		-0.0216207514454619	0.00746218555933962	0.00954465594799254		-0.00836528745290901	0.276054066912935	0.296253144979735		0.234293396785523		-0.0356791907154598	1.00521761301733e-05	1.30086985214007e-05		-0.0340304699143	9.32584192766413e-06	1.13982512449228e-05		0.88228032350313
RH_SurfArea_superiorparietal	Superiorparietal (right)	cortical surface area	15317	16961	0.162019318847044	0.0613674481742463	1.26534309068884e-15	1.77309222899073e-15		-0.0458247191663727	1.40363968829703e-08	1.77471684727211e-08		-0.0613674481742463	1.26534309068884e-15	1.77309222899073e-15		0.162019318847044		-0.0160363272453702	0.0472193490565504	0.0564579173502233		-0.0271041518928348	0.000415935292076716	0.000554580389435621		0.320555879731996		-0.0321716202076848	6.84311699021513e-05	8.50556914038039e-05		-0.0443032136459371	7.86340809534432e-09	1.08121861310984e-08		0.275767474733149
LH_GrayVol_transversetemporal	Transversetemporal (left)	cortical volume	15317	16961	0.467114348362899	0.0643774046534188	1.53882446350315e-15	2.24199590709068e-15		-0.0643774046534188	1.53882446350315e-15	2.24199590709068e-15		-0.0570934803985998	1.00715790950548e-13	1.35106548836101e-13		0.511933726167941		-0.0152547285184964	0.0590795027950923	0.0702567060265963		-0.00714945522542676	0.351899577565879	0.3739995510362		0.467114348362899		-0.0420970875188518	1.87776443520178e-07	2.58192609840245e-07		-0.0342786473596195	8.02244585771498e-06	9.85998932233126e-06		0.482439487693762
LH_ThickAvg_lingual	Lingual (left)	cortical thickness	15317	16961	0.143867975806064	0.0602351329945571	4.15771392411107e-15	5.78922191964833e-15		-0.0439871057576989	5.17388214202462e-08	6.46735267753077e-08		-0.0602351329945571	4.15771392411107e-15	5.78922191964833e-15		0.143867975806064		-0.0458386578021427	1.38954995774883e-08	2.15282387820241e-08		-0.0515907912525157	1.79386628377349e-11	3.43174419504494e-11		0.604998094093991		-0.0499392587490362	6.29264582420946e-10	9.22921387550721e-10		-0.0593865274227851	9.99738690566774e-15	1.57101794231922e-14		0.395315353544436
LH_SurfArea_precentral	Precentral (left)	cortical surface area	15317	16961	0.055693289930812	0.0599952514891524	5.33456463421008e-15	7.33502637203886e-15		-0.0387179000698842	1.64778866103085e-06	2.01396391903771e-06		-0.0599952514891524	5.33456463421008e-15	7.33502637203886e-15		0.055693289930812		0.0414029719151346	2.97455730967376e-07	4.48220964471388e-07		0.0223121937711419	0.00366626547759492	0.00450602460933454		0.0864665776387101		0.00251179779484797	0.755960910495769	0.767896121212638		-0.0175019902708902	0.0226651747001823	0.024807653900697		0.0725730971386536
RH_SurfArea_posteriorcingulate	Posteriorcingulate (right)	cortical surface area	15317	16961	0.217920781064531	0.0597301858327951	7.01805481770685e-15	9.58988857077955e-15		-0.0460341267488295	1.20586045601101e-08	1.53346416371342e-08		-0.0597301858327951	7.01805481770685e-15	9.58988857077955e-15		0.217920781064531		-0.0561770475405172	3.49158598253096e-12	6.29630259144927e-12		-0.0467692979285024	1.10842570008157e-09	1.9051066720152e-09		0.397455466291479		-0.0573404865034942	1.2415318561917e-12	1.91004900952569e-12		-0.0549179405423211	8.30505172896982e-13	1.25144615094066e-12		0.827427217069644
RH_GrayVol_insula	Insula (right)	cortical volume	15317	16961	0.296752369947764	0.0595178914571041	8.73470373793988e-15	1.18619433478196e-14		-0.0479199274683847	2.9814617245407e-09	3.8357987099354e-09		-0.0595178914571041	8.73470373793988e-15	1.18619433478196e-14		0.296752369947764		-0.00736328908299881	0.362251312973171	0.390663180657341		-0.0128717547697247	0.0937295617118146	0.104143957457572		0.621171238871061		-0.0284645498820473	0.000427211664657679	0.000510796555568964		-0.0359053967006809	2.91682060568245e-06	3.62542674152621e-06		0.504018985854919
LH_SurfArea_paracentral	Paracentral (left)	cortical surface area	15317	16961	0.0030416824023376	0.061962881339857	1.6653398828218e-14	3.24225463912209e-14		5.02981829455468e-05	0.99503441914297	0.99503441914297		-0.0253087492897137	0.000981177786049866	0.00104785977150957		0.0228862012124567		0.061962881339857	1.6653398828218e-14	3.24225463912209e-14		0.0289983948346798	0.000159017103508376	0.000218648517324017		0.0030416824023376		0.0355273879387195	1.09632383221742e-05	1.4104751057768e-05		0.00452906405483793	0.555383375199836	0.568299267646344		0.00540155766849448
LH_SurfArea_posteriorcingulate	Posteriorcingulate (left)	cortical surface area	15317	16961	0.0973573910899261	0.0561442036875236	2.55355981788125e-13	3.38423590321611e-13		-0.0377049114311277	3.0570803446614e-06	3.71578826422933e-06		-0.0561442036875236	2.55355981788125e-13	3.38423590321611e-13		0.0973573910899261		-0.0466696019523899	7.57507839247981e-09	1.18192712506777e-08		-0.0475685678625208	5.74756162830674e-10	1.00354250652975e-09		0.935583859338624		-0.0479358430006241	2.9458368839217e-09	4.26371127936036e-09		-0.0546590646425111	1.06186195656669e-12	1.57844344895048e-12		0.545376372298634
RH_SurfArea_insula	Insula (right)	cortical surface area	15317	16961	5.06199468564006e-06	0.0560970619154748	2.67325061600641e-13	3.52164751809228e-13		-0.0136779865529399	0.0905549022081921	0.0976572474794228		-0.0560970619154748	2.67325061600641e-13	3.52164751809228e-13		0.000138723531771578		0.0133476611582894	0.0986160054710418	0.112412026961809		-0.0374915577482694	1.04310270174894e-06	1.58263858196391e-06		5.06199468564006e-06		-0.000742612466886133	0.926789715296113	0.935292373234609		-0.0497125090608827	9.36560205688268e-11	1.36452480298953e-10		1.09987903587072e-05
RH_SurfArea_supramarginal	Supramarginal (right)	cortical surface area	15317	16961	0.0221274773025011	0.0559393214804196	3.11521063658032e-13	4.05530378726432e-13		-0.0304807074947682	0.000161748280517273	0.000188278421766138		-0.0559393214804196	3.11521063658032e-13	4.05530378726432e-13		0.0221274773025011		0.0107456948668369	0.183643498587169	0.202007848445886		-0.00339834809224147	0.658138099679777	0.67032584226644		0.204499694717012		-0.0092644901093349	0.251656792865912	0.264901887227276		-0.0274873668098263	0.000344007864371914	0.00040043243471863		0.101988611305224
LH_SurfArea_superiorparietal	Superiorparietal (left)	cortical surface area	15317	16961	0.14011739811557	0.0548689193144817	8.70141081655521e-13	1.11947975417669e-12		-0.0476099099896542	3.76521535579404e-09	4.815973129504e-09		-0.0548689193144817	8.70141081655521e-13	1.11947975417669e-12		0.513827490884387		-0.0112595607082972	0.163557137483399	0.181730152759332		-0.0276996023315278	0.000309357385678179	0.000417537575761959		0.14011739811557		-0.0296867560108301	0.000238784180500942	0.000288640218187952		-0.0418053366700457	5.16108078974168e-08	6.96587591253478e-08		0.276371497688941
LH_SurfArea_caudalmiddlefrontal	Caudalmiddlefrontal (left)	cortical surface area	15317	16961	0.0375781519017753	0.0543869469926472	1.37317406157683e-12	1.74623291067574e-12		-0.0312498756774184	0.000109938577347495	0.000129339502761759		-0.0543869469926472	1.37317406157683e-12	1.74623291067574e-12		0.0375781519017753		-0.0191517508707062	0.0177932130118573	0.0222415162648216		-0.0200695809345238	0.0089637090846248	0.0108352527396564		0.934355659738687		-0.0285031964962905	0.000419564423923873	0.000504394389416678		-0.0389719804095802	3.84858106345381e-07	4.89414932924762e-07		0.347122442115519
LH_SurfArea_supramarginal	Supramarginal (left)	cortical surface area	15317	16961	0.873350745980719	0.0544746879891807	2.91733509802961e-12	3.6885846067041e-12		-0.0544746879891807	1.52767081345025e-11	2.0493145058479e-11		-0.053581675374924	2.91733509802961e-12	3.6885846067041e-12		0.935964775443534		-0.0147792034962468	0.067436493451053	0.0780843608380614		-0.0141296096273834	0.0657908162318319	0.0749947128031244		0.953522195429692		-0.0357139152073439	9.85417832768324e-06	1.28279244502385e-05		-0.0339391014466633	9.85481758054585e-06	1.19782313133706e-05		0.873350745980719
RH_SurfArea_caudalanteriorcingulate	Caudalanteriorcingulate (right)	cortical surface area	15317	16961	0.00952828073112766	0.0513343053523716	2.25586537045228e-11	2.83594503714001e-11		-0.0224756006537315	0.00541429259787889	0.00607726720170079		-0.0513343053523716	2.25586537045228e-11	2.83594503714001e-11		0.00952828073112766		-0.0303797351114721	0.000170049320853264	0.000230931176467396		-0.0427994403814418	2.47129678552528e-08	3.93974849866349e-08		0.26458357673504		-0.0266122877949736	0.000989964943688596	0.00116466463963364		-0.0489305669848123	1.8313910676988e-10	2.6506975979851e-10		0.0449614556151623
RH_SurfArea_paracentral	Paracentral (right)	cortical surface area	15317	16961	9.02794870061285e-06	0.0540455576424078	2.2009224704251e-11	3.84288050391684e-11		-0.010675084297284	0.186540541740175	0.196358464989658		-0.0307780765582026	6.11243501543964e-05	6.7915944615996e-05		0.071202569604395		0.0540455576424078	2.2009224704251e-11	3.84288050391684e-11		0.00461143825429763	0.548214164113959	0.566230592042587		9.02794870061285e-06		0.0253886669969729	0.00167863446894496	0.00196435948493559		-0.0130307869670052	0.0897432631070735	0.0963098433344204		0.000566871539148028
